group_id	group_size	sp_in_grp	seed_ortholog_cnt	Styela_clava.pep	human.pep
275	2	2	2	evm.model.000262F_arrow_pilon.34.update	ENSG00000100038.20
276	2	2	2	evm.model.000148F_arrow_pilon.26.update	ENSG00000105429.13
277	2	2	2	evm.model.000058F_arrow_pilon.61.update	ENSG00000108424.11
278	3	2	3	evm.model.000008F_arrow_pilon.78.update	ENSG00000044446.12,ENSG00000067177.15
279	3	2	3	evm.TU.000201F_arrow_pilon.51	ENSG00000137040.10,ENSG00000065150.21
280	2	2	2	evm.model.000060F_arrow_pilon.31.update	ENSG00000064313.13
281	2	2	2	evm.model.000410F_arrow_pilon.10.update	ENSG00000163527.10
282	5	2	5	evm.TU.000492F_arrow_pilon.16	ENSG00000284971.2,ENSG00000283158.1,ENSG00000117983.17,ENSG00000215182.8
283	7	2	7	evm.model.000028F_arrow_pilon.4.update,evm.model.000028F_arrow_pilon.5.update	ENSG00000187498.16,ENSG00000197565.17,ENSG00000188153.14,ENSG00000134871.19,ENSG00000081052.14
284	3	2	3	evm.model.000010F_arrow_pilon.85.update	ENSG00000198947.18,ENSG00000152818.19
285	8	2	8	evm.TU.000016F_arrow_pilon.66,evm.TU.000016F_arrow_pilon.65,evm.model.000711F_arrow_pilon.3.update,MSTRG.10056.update,evm.TU.000711F_arrow_pilon.6,evm.TU.000479F_arrow_pilon.3,evm.TU.000479F_arrow_pilon.1	ENSG00000125257.16
286	3	2	3	evm.model.000591F_arrow_pilon.5.update,evm.TU.000889F_arrow_pilon.11	ENSG00000161996.19
287	3	2	3	MSTRG.6888.update	ENSG00000176658.17,ENSG00000136286.16
288	3	2	3	evm.model.000116F_arrow_pilon.24.update	ENSG00000103335.22,ENSG00000154864.14
289	2	2	2	evm.model.000009F_arrow_pilon.56.update	ENSG00000170471.15
290	3	2	3	evm.TU.000000F_arrow_pilon.41,evm.model.000038F_arrow_pilon.8.update	ENSG00000116062.18
291	7	2	7	evm.model.000003F_arrow_pilon.6.update,evm.model.000125F_arrow_pilon.1.update	ENSG00000083067.24,ENSG00000092439.16,ENSG00000274965.4,ENSG00000134160.15,ENSG00000119121.22
292	2	2	2	evm.model.000001F_arrow_pilon.20.update	ENSG00000076003.5
293	2	2	2	evm.model.000167F_arrow_pilon.9.update	ENSG00000131951.11
294	4	2	4	evm.model.000100F_arrow_pilon.4.update	ENSG00000118322.14,ENSG00000206190.13,ENSG00000145246.14
295	3	2	3	evm.model.000062F_arrow_pilon.40.update	ENSG00000080824.19,ENSG00000096384.20
296	2	2	2	evm.model.000141F_arrow_pilon.39.update	ENSG00000008710.20
297	3	2	3	evm.model.000068F_arrow_pilon.11.update	ENSG00000166866.13,ENSG00000128641.19
298	2	2	2	evm.model.000991F_arrow_pilon.4.update	ENSG00000114770.17
299	2	2	2	evm.model.000205F_arrow_pilon.15.1.update	ENSG00000007202.15
300	5	2	5	evm.model.000009F_arrow_pilon.84.update	ENSG00000276734.4,ENSG00000155980.13,ENSG00000168280.18,ENSG00000170759.11
301	2	2	2	evm.model.000383F_arrow_pilon.10.update	ENSG00000104884.17
302	4	2	4	evm.model.000125F_arrow_pilon.25.update	ENSG00000154310.17,ENSG00000141503.17,ENSG00000071054.17
303	2	2	2	evm.model.000239F_arrow_pilon.25.update	ENSG00000135253.16
304	2	2	2	evm.model.000068F_arrow_pilon.35.update	ENSG00000100154.15
305	2	2	2	evm.model.000019F_arrow_pilon.8.update	ENSG00000017260.20
306	2	2	2	evm.model.000065F_arrow_pilon.76.update	ENSG00000036257.14
307	2	2	2	evm.model.000668F_arrow_pilon.12.update	ENSG00000214655.11
308	2	2	2	evm.model.000129F_arrow_pilon.10.update	ENSG00000171811.14
309	2	2	2	evm.model.000011F_arrow_pilon.93.update	ENSG00000146085.8
310	2	2	2	evm.model.000437F_arrow_pilon.5.update	ENSG00000109971.14
311	2	2	2	evm.model.000063F_arrow_pilon.58.update	ENSG00000119912.18
312	2	2	2	evm.model.000144F_arrow_pilon.26.update	ENSG00000169375.16
313	3	2	3	evm.model.000036F_arrow_pilon.66.update	ENSG00000186340.17,ENSG00000137801.11
314	4	2	4	evm.TU.000086F_arrow_pilon.9	ENSG00000088387.21,ENSG00000135905.20,ENSG00000147251.16
315	3	2	3	evm.model.000081F_arrow_pilon.11.update,evm.model.000002F_arrow_pilon.24.update	ENSG00000124201.15
316	3	2	3	evm.model.000003F_arrow_pilon.76.update	ENSG00000174485.16,ENSG00000137145.21
317	2	2	2	evm.model.000330F_arrow_pilon.35.update	ENSG00000144406.19
318	2	2	2	evm.TU.000115F_arrow_pilon.49	ENSG00000083520.15
319	3	2	3	evm.model.000244F_arrow_pilon.24.update	ENSG00000103723.17,ENSG00000132842.14
320	2	2	2	evm.TU.000443F_arrow_pilon.15	ENSG00000196365.12
321	2	2	2	evm.model.000207F_arrow_pilon.17.update	ENSG00000078142.14
322	3	2	3	evm.TU.000158F_arrow_pilon.39	ENSG00000205339.10,ENSG00000133704.10
323	4	2	4	evm.model.000527F_arrow_pilon.5.update	ENSG00000197226.13,ENSG00000284400.2,ENSG00000109436.8
324	2	2	2	evm.model.000542F_arrow_pilon.7.update	ENSG00000113360.17
325	2	2	2	evm.model.000026F_arrow_pilon.91.update	ENSG00000167861.16
326	3	2	3	evm.model.000035F_arrow_pilon.54.update	ENSG00000144893.13,ENSG00000184634.17
327	4	2	4	evm.model.000058F_arrow_pilon.26.update	ENSG00000144290.17,ENSG00000033867.17,ENSG00000050438.17
328	3	2	3	evm.TU.000526F_arrow_pilon.21,evm.model.000406F_arrow_pilon.6.update	ENSG00000128908.18
329	2	2	2	evm.model.000146F_arrow_pilon.24.update	ENSG00000196455.8
330	2	2	2	evm.model.000285F_arrow_pilon.13.update	ENSG00000204740.11
331	5	2	5	evm.model.000006F_arrow_pilon.78.update	ENSG00000221866.10,ENSG00000076356.7,ENSG00000114554.12,ENSG00000130827.6
332	7	2	7	evm.model.000072F_arrow_pilon.18.update1,evm.model.000072F_arrow_pilon.18.update2	ENSG00000177189.14,ENSG00000117676.14,ENSG00000281877.3,ENSG00000072133.11,ENSG00000071242.12
333	2	2	2	evm.model.000006F_arrow_pilon.49.3.update	ENSG00000151461.20
334	2	2	2	evm.model.000071F_arrow_pilon.2.update	ENSG00000124574.15
335	4	2	4	evm.model.000260F_arrow_pilon.23.update,evm.model.000100F_arrow_pilon.64.update	ENSG00000197943.11,ENSG00000124181.15
336	2	2	2	evm.model.000014F_arrow_pilon.78.update	ENSG00000089101.19
337	2	2	2	evm.model.000405F_arrow_pilon.19.update	ENSG00000091157.15
338	2	2	2	evm.model.000190F_arrow_pilon.18.update	ENSG00000107736.22
339	2	2	2	evm.model.000452F_arrow_pilon.20.update	ENSG00000085377.15
340	3	2	3	evm.model.000094F_arrow_pilon.21.1.update	ENSG00000146122.17,ENSG00000100592.16
341	2	2	2	evm.model.000152F_arrow_pilon.45.update	ENSG00000166598.16
342	2	2	2	evm.model.000006F_arrow_pilon.127.update	ENSG00000166508.18
343	2	2	2	evm.model.000021F_arrow_pilon.103.update	ENSG00000100297.16
344	2	2	2	evm.model.000465F_arrow_pilon.17.update	ENSG00000088930.8
345	2	2	2	MSTRG.17815.update	ENSG00000164880.16
346	4	2	4	evm.TU.000392F_arrow_pilon.14	ENSG00000166341.9,ENSG00000284227.3,ENSG00000197410.14
347	2	2	2	evm.model.000640F_arrow_pilon.4.update	ENSG00000073578.18
348	2	2	2	evm.model.000347F_arrow_pilon.25.update	ENSG00000009413.16
349	2	2	2	evm.TU.000103F_arrow_pilon.60	ENSG00000102893.16
350	2	2	2	evm.model.000378F_arrow_pilon.36.update	ENSG00000151779.13
351	3	2	3	evm.model.000384F_arrow_pilon.7.update	ENSG00000185418.16,ENSG00000113407.14
352	2	2	2	evm.model.000177F_arrow_pilon.20.1.update	ENSG00000198836.11
353	3	2	3	evm.model.000498F_arrow_pilon.26.update	ENSG00000183878.16,ENSG00000147050.17
354	2	2	2	evm.model.000283F_arrow_pilon.12.update	ENSG00000181378.14
355	2	2	2	evm.model.000245F_arrow_pilon.8.update	ENSG00000104738.18
356	6	2	6	evm.model.000222F_arrow_pilon.5.update	ENSG00000177380.14,ENSG00000131626.19,ENSG00000139220.17,ENSG00000143847.16,ENSG00000288198.1
357	2	2	2	evm.model.000016F_arrow_pilon.90.update	ENSG00000113810.16
358	2	2	2	evm.model.000333F_arrow_pilon.27.update	ENSG00000168538.16
359	2	2	2	evm.model.000133F_arrow_pilon.33.update	ENSG00000114573.10
360	4	2	4	evm.model.000029F_arrow_pilon.61.update,evm.model.000097F_arrow_pilon.13.update	ENSG00000101972.20,ENSG00000118007.13
361	2	2	2	MSTRG.17613.update	ENSG00000112118.20
362	2	2	2	evm.model.000188F_arrow_pilon.35.update	ENSG00000065243.20
363	3	2	3	evm.model.000591F_arrow_pilon.13.1.update	ENSG00000046889.19,ENSG00000124126.14
364	2	2	2	evm.model.000488F_arrow_pilon.17.1.update	ENSG00000048342.18
365	2	2	2	evm.model.000004F_arrow_pilon.101.2.update	ENSG00000044574.9
366	4	2	4	evm.model.000045F_arrow_pilon.9.update	ENSG00000280873.5,ENSG00000077044.11,ENSG00000102780.17
367	3	2	3	evm.TU.000000F_arrow_pilon.112,evm.TU.000080F_arrow_pilon.9	ENSG00000146350.14
368	3	2	3	evm.model.000066F_arrow_pilon.8.update	ENSG00000011405.14,ENSG00000133056.14
369	2	2	2	evm.model.000021F_arrow_pilon.73.update	ENSG00000113569.16
370	2	2	2	MSTRG.1836.update	ENSG00000069329.18
371	3	2	3	evm.model.000116F_arrow_pilon.42.update	ENSG00000066739.12,ENSG00000110046.13
372	2	2	2	evm.model.000082F_arrow_pilon.46.update	ENSG00000142609.20
373	3	2	3	evm.model.000028F_arrow_pilon.57.update	ENSG00000032444.17,ENSG00000130653.16
374	2	2	2	evm.model.000017F_arrow_pilon.46.update	ENSG00000178950.18
375	2	2	2	evm.model.000376F_arrow_pilon.4.update	ENSG00000120800.5
376	2	2	2	evm.model.000257F_arrow_pilon.8.update	ENSG00000168036.18
377	2	2	2	evm.model.000016F_arrow_pilon.80.update	ENSG00000101333.19
378	4	2	4	evm.model.000018F_arrow_pilon.6.update,evm.model.000138F_arrow_pilon.29.update	ENSG00000012983.12,ENSG00000011566.15
379	3	2	3	evm.model.000034F_arrow_pilon.25.update	ENSG00000080603.17,ENSG00000282034.1
380	2	2	2	evm.model.000019F_arrow_pilon.23.update	ENSG00000125755.19
381	3	2	3	evm.model.000084F_arrow_pilon.37.update	ENSG00000107186.17,ENSG00000132849.22
382	2	2	2	evm.TU.000103F_arrow_pilon.3	ENSG00000164163.11
383	4	2	4	evm.model.000390F_arrow_pilon.10.1.update	ENSG00000183023.18,ENSG00000118160.14,ENSG00000100678.19
384	5	2	5	evm.model.000221F_arrow_pilon.21.update,evm.model.000221F_arrow_pilon.15.update	ENSG00000067057.18,ENSG00000141959.17,ENSG00000152556.17
385	4	2	4	evm.model.000000F_arrow_pilon.21.update,evm.model.000038F_arrow_pilon.32.1.update	ENSG00000110697.13,ENSG00000090975.14
386	3	2	3	evm.model.000087F_arrow_pilon.25.1.update	ENSG00000074054.20,ENSG00000163539.18
387	3	2	3	evm.model.000170F_arrow_pilon.7.1.update,evm.TU.000170F_arrow_pilon.7_evm.TU.000170F_arrow_pilon.8	ENSG00000065534.20
388	5	2	5	evm.model.000200F_arrow_pilon.28.update,evm.model.000200F_arrow_pilon.27.update,evm.model.000200F_arrow_pilon.26.update	ENSG00000140873.16,ENSG00000145536.15
389	2	2	2	evm.model.000057F_arrow_pilon.71.update	ENSG00000166266.14
390	4	2	4	evm.model.000076F_arrow_pilon.25.update	ENSG00000109572.15,ENSG00000171365.17,ENSG00000073464.13
391	4	2	4	evm.model.000393F_arrow_pilon.9.update	ENSG00000065413.20,ENSG00000139645.11,ENSG00000206560.12
392	2	2	2	evm.model.000597F_arrow_pilon.4.update	ENSG00000159131.17
393	5	2	5	evm.model.000049F_arrow_pilon.7.update,evm.model.000042F_arrow_pilon.37.1.update	ENSG00000198742.10,ENSG00000108854.16,ENSG00000284126.1
394	2	2	2	evm.model.000006F_arrow_pilon.26.update	ENSG00000113013.16
395	3	2	3	evm.model.000365F_arrow_pilon.5.update	ENSG00000173175.15,ENSG00000174233.12
396	2	2	2	evm.model.000177F_arrow_pilon.15.update	ENSG00000181192.12
397	3	2	3	evm.model.000018F_arrow_pilon.78.update	ENSG00000176986.16,ENSG00000150961.15
398	2	2	2	evm.model.000217F_arrow_pilon.45.update	ENSG00000089597.18
399	2	2	2	evm.model.000001F_arrow_pilon.138.update	ENSG00000120051.15
400	2	2	2	evm.TU.000026F_arrow_pilon.70	ENSG00000183091.21
401	2	2	2	evm.model.000201F_arrow_pilon.12.update	ENSG00000104774.13
402	2	2	2	evm.model.000006F_arrow_pilon.22.update	ENSG00000169180.12
403	2	2	2	evm.model.000070F_arrow_pilon.27.update	ENSG00000185532.20
404	5	2	5	evm.model.000092F_arrow_pilon.18.update	ENSG00000105613.10,ENSG00000069020.19,ENSG00000099308.11,ENSG00000086015.23
405	2	2	2	evm.model.000069F_arrow_pilon.40.update	ENSG00000135473.16
406	2	2	2	evm.model.000104F_arrow_pilon.26.update	ENSG00000156931.16
407	2	2	2	MSTRG.8164.update	ENSG00000158417.11
408	2	2	2	evm.TU.000415F_arrow_pilon.8	ENSG00000155761.14
409	3	2	3	evm.TU.000127F_arrow_pilon.33	ENSG00000139842.15,ENSG00000158290.19
410	4	2	4	evm.TU.000681F_arrow_pilon.12,evm.model.000854F_arrow_pilon.2.update	ENSG00000078269.15,ENSG00000159082.18
411	4	2	4	evm.model.000298F_arrow_pilon.8.update,evm.model.000250F_arrow_pilon.10.1.update	ENSG00000131459.13,ENSG00000198380.13
412	2	2	2	evm.model.000383F_arrow_pilon.19.update	ENSG00000085999.13
413	2	2	2	evm.model.000032F_arrow_pilon.36.update	ENSG00000119203.14
414	2	2	2	evm.model.000505F_arrow_pilon.16.update	ENSG00000139304.16
415	2	2	2	evm.model.000275F_arrow_pilon.17.update	ENSG00000145495.16
416	3	2	3	evm.model.000286F_arrow_pilon.26.2.update	ENSG00000139116.19,ENSG00000116852.15
417	2	2	2	evm.model.000035F_arrow_pilon.62.update	ENSG00000150627.16
418	3	2	3	evm.model.000402F_arrow_pilon.3.update	ENSG00000275464.5,ENSG00000241945.8
419	3	2	3	evm.model.000059F_arrow_pilon.63.update	ENSG00000100425.19,ENSG00000156983.17
420	2	2	2	evm.model.000001F_arrow_pilon.39.update	ENSG00000198198.17
421	2	2	2	evm.model.000062F_arrow_pilon.30.update	ENSG00000143799.14
422	3	2	3	evm.model.000019F_arrow_pilon.42.update	ENSG00000173473.11,ENSG00000139613.12
423	2	2	2	evm.model.000668F_arrow_pilon.7.update	ENSG00000134775.16
424	3	2	3	evm.model.000007F_arrow_pilon.98.update	ENSG00000145087.13,ENSG00000164506.15
425	4	2	4	evm.model.000024F_arrow_pilon.3.update,evm.model.000024F_arrow_pilon.73.update	ENSG00000135407.11,ENSG00000127831.11
426	4	2	4	evm.model.000289F_arrow_pilon.12.update	ENSG00000110076.20,ENSG00000179915.25,ENSG00000021645.20
427	2	2	2	evm.model.000412F_arrow_pilon.21.update	ENSG00000225830.16
428	3	2	3	MSTRG.7982.update,MSTRG.7983.update	ENSG00000151148.14
429	2	2	2	evm.model.000066F_arrow_pilon.48.update	ENSG00000131069.20
430	2	2	2	evm.model.000387F_arrow_pilon.11.update	ENSG00000131437.16
431	2	2	2	evm.model.000153F_arrow_pilon.12.update	ENSG00000052749.14
432	3	2	3	evm.TU.000168F_arrow_pilon.3,evm.TU.000073F_arrow_pilon.64	ENSG00000129250.12
433	2	2	2	evm.model.000086F_arrow_pilon.7.update	ENSG00000128585.18
434	2	2	2	evm.model.000002F_arrow_pilon.7.update	ENSG00000119285.11
435	4	2	4	evm.model.000108F_arrow_pilon.25.update1,evm.model.000108F_arrow_pilon.25.update2	ENSG00000083097.15,ENSG00000142197.13
436	3	2	3	evm.model.000124F_arrow_pilon.14.update	ENSG00000100485.12,ENSG00000115904.15
437	2	2	2	evm.model.000681F_arrow_pilon.3.update	ENSG00000159650.9
438	2	2	2	evm.model.000096F_arrow_pilon.10.update	ENSG00000172890.13
439	4	2	4	evm.model.000348F_arrow_pilon.1.update,evm.model.000036F_arrow_pilon.100.update	ENSG00000033627.17,ENSG00000105929.16
440	3	2	3	evm.model.000092F_arrow_pilon.37.update	ENSG00000143473.13,ENSG00000140015.20
441	3	2	3	evm.model.000110F_arrow_pilon.6.1.update	ENSG00000015133.20,ENSG00000115355.18
442	3	2	3	evm.TU.000433F_arrow_pilon.7	ENSG00000160695.16,ENSG00000280616.4
443	2	2	2	evm.model.000542F_arrow_pilon.2.update	ENSG00000087470.19
444	2	2	2	evm.model.000231F_arrow_pilon.3.update	ENSG00000005007.13
445	4	2	4	MSTRG.16411.update,MSTRG.16412.update	ENSG00000196659.10,ENSG00000197557.7
446	2	2	2	evm.model.000114F_arrow_pilon.13.update	ENSG00000100220.12
447	2	2	2	evm.model.000342F_arrow_pilon.19.update	ENSG00000176102.13
448	2	2	2	evm.model.000336F_arrow_pilon.3.update	ENSG00000114480.13
449	2	2	2	evm.model.000284F_arrow_pilon.23.update	ENSG00000136937.13
450	4	2	4	evm.model.000118F_arrow_pilon.16.update	ENSG00000157827.20,ENSG00000184922.15,ENSG00000161791.14
451	2	2	2	evm.model.000316F_arrow_pilon.28.update	ENSG00000008311.16
452	2	2	2	evm.model.000036F_arrow_pilon.67.update	ENSG00000123453.19
453	2	2	2	evm.model.000001F_arrow_pilon.40.update	ENSG00000076321.11
454	2	2	2	evm.model.000233F_arrow_pilon.27.update	ENSG00000120008.16
455	3	2	3	evm.model.000019F_arrow_pilon.78.update	ENSG00000138411.13,ENSG00000002746.15
456	3	2	3	evm.model.000273F_arrow_pilon.18.3.update	ENSG00000198682.13,ENSG00000138801.9
457	3	2	3	evm.model.000152F_arrow_pilon.12.update	ENSG00000075886.11,ENSG00000198033.12
458	2	2	2	evm.model.000043F_arrow_pilon.31.update	ENSG00000198700.10
459	3	2	3	evm.model.000215F_arrow_pilon.12.update	ENSG00000075826.17,ENSG00000138674.17
460	2	2	2	evm.model.000603F_arrow_pilon.5.update	ENSG00000008226.20
461	2	2	2	evm.TU.000131F_arrow_pilon.32	ENSG00000140521.17
462	2	2	2	evm.model.000095F_arrow_pilon.30.update	ENSG00000165525.18
463	2	2	2	evm.model.000141F_arrow_pilon.38.update	ENSG00000156414.20
464	3	2	3	evm.model.000060F_arrow_pilon.47.update	ENSG00000136378.15,ENSG00000151388.11
465	4	2	4	evm.model.000379F_arrow_pilon.27.update	ENSG00000123124.14,ENSG00000198373.13,ENSG00000078747.16
466	2	2	2	evm.model.000119F_arrow_pilon.59.update	ENSG00000163939.18
467	2	2	2	MSTRG.3476.update	ENSG00000134815.19
468	3	2	3	MSTRG.78.update	ENSG00000110619.18,ENSG00000278191.4
469	3	2	3	evm.TU.000063F_arrow_pilon.49	ENSG00000248710.1,ENSG00000068885.15
470	5	2	5	evm.TU.000001F_arrow_pilon.63	ENSG00000087116.16,ENSG00000138316.11,ENSG00000283802.3,ENSG00000156140.10
471	5	2	5	evm.model.000028F_arrow_pilon.70.update,evm.TU.000370F_arrow_pilon.16	ENSG00000089472.18,ENSG00000047457.14,ENSG00000181333.12
472	3	2	3	evm.model.000513F_arrow_pilon.9.update	ENSG00000024048.11,ENSG00000159459.12
473	2	2	2	evm.model.000013F_arrow_pilon.50.update	ENSG00000174953.14
474	2	2	2	evm.model.000150F_arrow_pilon.34.update	ENSG00000101350.8
475	4	2	4	evm.model.000009F_arrow_pilon.16.update	ENSG00000073350.14,ENSG00000131899.12,ENSG00000284137.2
476	3	2	3	evm.TU.000006F_arrow_pilon.54	ENSG00000114166.8,ENSG00000108773.11
477	2	2	2	evm.model.000035F_arrow_pilon.24.update	ENSG00000175198.17
478	2	2	2	evm.TU.000348F_arrow_pilon.25	ENSG00000116337.20
479	2	2	2	evm.model.000339F_arrow_pilon.23_evm.model.000339F_arrow_pilon.24.update	ENSG00000075945.13
480	2	2	2	evm.model.000026F_arrow_pilon.30.update	ENSG00000096401.8
481	4	2	4	evm.model.000409F_arrow_pilon.16.update	ENSG00000273217.1,ENSG00000158987.22,ENSG00000109756.10
482	2	2	2	evm.model.000452F_arrow_pilon.12.update	ENSG00000188229.6
483	2	2	2	evm.model.000071F_arrow_pilon.17.update	ENSG00000107036.12
484	2	2	2	evm.model.000390F_arrow_pilon.9.update	ENSG00000095002.15
485	2	2	2	evm.model.000112F_arrow_pilon.22.update	ENSG00000122692.9
486	3	2	3	evm.model.000014F_arrow_pilon.21.update	ENSG00000275052.5,ENSG00000100796.18
487	4	2	4	evm.model.000176F_arrow_pilon.15.update	ENSG00000124253.11,ENSG00000285241.2,ENSG00000100889.12
488	2	2	2	MSTRG.7822.update	ENSG00000117528.14
489	3	2	3	evm.model.000199F_arrow_pilon.25.update	ENSG00000164889.15,ENSG00000114923.17
490	2	2	2	evm.model.000028F_arrow_pilon.7.update	ENSG00000005156.12
491	2	2	2	evm.model.000215F_arrow_pilon.43.update	ENSG00000077147.16
492	2	2	2	evm.model.000127F_arrow_pilon.61.update	ENSG00000070061.16
493	2	2	2	evm.model.000131F_arrow_pilon.26.update	ENSG00000156787.17
494	2	2	2	evm.model.000050F_arrow_pilon.35.update	ENSG00000131697.18
495	3	2	3	evm.model.000213F_arrow_pilon.5.update	ENSG00000113615.13,ENSG00000138802.11
496	11	2	11	evm.model.000086F_arrow_pilon.3.update	ENSG00000044524.11,ENSG00000196411.10,ENSG00000145242.14,ENSG00000135333.15,ENSG00000116106.12,ENSG00000182580.3,ENSG00000070886.12,ENSG00000154928.19,ENSG00000080224.18,ENSG00000133216.17
497	5	2	5	evm.model.000118F_arrow_pilon.34.update,evm.model.000118F_arrow_pilon.36.update	ENSG00000140443.15,ENSG00000027644.5,ENSG00000171105.14
498	3	2	3	evm.model.000192F_arrow_pilon.7.2.update	ENSG00000149091.15,ENSG00000157680.16
499	2	2	2	MSTRG.12649.update	ENSG00000175267.15
500	3	2	3	evm.model.000560F_arrow_pilon.4.1.update	ENSG00000069869.17,ENSG00000049759.20
501	2	2	2	evm.model.000001F_arrow_pilon.53.update	ENSG00000197748.13
502	2	2	2	evm.model.000026F_arrow_pilon.3.update	ENSG00000106105.15
503	2	2	2	evm.model.000034F_arrow_pilon.15.update	ENSG00000064419.14
504	2	2	2	MSTRG.8659.update	ENSG00000032742.18
505	2	2	2	evm.model.000279F_arrow_pilon.5.update	ENSG00000182197.13
506	5	2	5	evm.model.000038F_arrow_pilon.55.update,evm.model.000000F_arrow_pilon.3.update	ENSG00000105664.11,ENSG00000113296.14,ENSG00000169231.13
507	2	2	2	evm.TU.000475F_arrow_pilon.6	ENSG00000150991.16
508	2	2	2	evm.model.000004F_arrow_pilon.41.update	ENSG00000033178.13
509	5	2	5	evm.model.000013F_arrow_pilon.98.update,evm.model.000064F_arrow_pilon.73.update1,evm.model.000013F_arrow_pilon.99.update	ENSG00000112893.10,ENSG00000196547.15
510	2	2	2	evm.model.000302F_arrow_pilon.14.2.update	ENSG00000115159.16
511	2	2	2	evm.model.000067F_arrow_pilon.20.update	ENSG00000106263.19
512	2	2	2	evm.model.000070F_arrow_pilon.6.update	ENSG00000115020.17
513	2	2	2	evm.model.000133F_arrow_pilon.19.update	ENSG00000128829.12
514	5	2	5	evm.model.000492F_arrow_pilon.7.update2,evm.model.000492F_arrow_pilon.6.update	ENSG00000154822.18,ENSG00000115896.16,ENSG00000284017.2
515	2	2	2	evm.model.000212F_arrow_pilon.5.update	ENSG00000012232.9
516	5	2	5	evm.model.000124F_arrow_pilon.11.update	ENSG00000178568.15,ENSG00000146648.20,ENSG00000141736.14,ENSG00000065361.17
517	3	2	3	evm.model.000168F_arrow_pilon.41.update	ENSG00000156802.13,ENSG00000119778.15
518	3	2	3	evm.model.000193F_arrow_pilon.29.update	ENSG00000100784.12,ENSG00000162302.13
519	3	2	3	evm.model.000339F_arrow_pilon.11.update1,evm.model.000339F_arrow_pilon.11.update2	ENSG00000141556.22
520	2	2	2	evm.TU.000134F_arrow_pilon.44	ENSG00000187908.20
521	4	2	4	evm.model.000296F_arrow_pilon.9.update	ENSG00000184304.17,ENSG00000115825.11,ENSG00000105287.13
522	3	2	3	evm.model.000079F_arrow_pilon.67.1.update	ENSG00000180900.20,ENSG00000274287.4
523	3	2	3	evm.model.000536F_arrow_pilon.10.update,evm.model.001019F_arrow_pilon.5.update	ENSG00000131375.10
524	3	2	3	evm.model.000062F_arrow_pilon.11.update	ENSG00000105568.18,ENSG00000137713.16
525	6	2	6	evm.model.000204F_arrow_pilon.31.update	ENSG00000154265.16,ENSG00000154258.17,ENSG00000154262.13,ENSG00000154263.18,ENSG00000141338.15
526	2	2	2	evm.model.000154F_arrow_pilon.14.update	ENSG00000145041.16
527	4	2	4	evm.model.000016F_arrow_pilon.32.1.update	ENSG00000143924.19,ENSG00000125746.18,ENSG00000066629.18
