gene_name	styela
mtrex	evm.model.000017F_arrow_pilon.40.update
myo10l3	evm.TU.000191F_arrow_pilon.40
myo10l3	evm.TU.000379F_arrow_pilon.10
CR392032.2	evm.TU.000191F_arrow_pilon.40
CR392032.2	evm.TU.000379F_arrow_pilon.10
myo10	evm.TU.000191F_arrow_pilon.40
myo10	evm.TU.000379F_arrow_pilon.10
myo10l1	evm.TU.000191F_arrow_pilon.40
myo10l1	evm.TU.000379F_arrow_pilon.10
kcnma1a	evm.model.000253F_arrow_pilon.3.update
ubr5	evm.model.000048F_arrow_pilon.53.update
nnt	evm.model.000102F_arrow_pilon.44.update
pold1	evm.model.000467F_arrow_pilon.14.update
copb2	evm.model.000277F_arrow_pilon.22.update
copb2	evm.model.000277F_arrow_pilon.22.update
nalcn	evm.model.000361F_arrow_pilon.3.update
psme4b	evm.model.000458F_arrow_pilon.4.update
psme4a	evm.model.000458F_arrow_pilon.4.update
prpf6	evm.model.000201F_arrow_pilon.48.update
uggt2	evm.model.000370F_arrow_pilon.10.update
uggt1	evm.model.000370F_arrow_pilon.10.update
BX537139.3	evm.model.000370F_arrow_pilon.10.update
ckap5	MSTRG.1958.update
pi4kaa	evm.TU.000224F_arrow_pilon.28
chd8	evm.model.000163F_arrow_pilon.13.update
chd7	evm.model.000163F_arrow_pilon.13.update
chd9	evm.model.000163F_arrow_pilon.13.update
chd6	evm.model.000163F_arrow_pilon.13.update
chd9	evm.model.000163F_arrow_pilon.13.update
cand1	evm.model.000473F_arrow_pilon.6.update
cand2	evm.model.000473F_arrow_pilon.6.update
cand2	evm.model.000473F_arrow_pilon.6.update
cand2	evm.model.000473F_arrow_pilon.6.update
CR751565.1	evm.TU.000042F_arrow_pilon.26
tnpo1	evm.TU.000042F_arrow_pilon.26
tnpo2	evm.TU.000042F_arrow_pilon.26
nos1	evm.model.000388F_arrow_pilon.17.update
nos1	evm.model.000296F_arrow_pilon.6.1.update
atp9b	evm.model.000249F_arrow_pilon.8.update
aldh1l1	evm.model.000184F_arrow_pilon.22.update
aldh1l1	evm.model.000184F_arrow_pilon.22.update
aldh1l2	evm.model.000184F_arrow_pilon.22.update
btaf1	evm.model.000074F_arrow_pilon.23.update
cpsf1	evm.model.000081F_arrow_pilon.63.update
pfas	evm.model.000076F_arrow_pilon.41.update
mon2	evm.TU.000065F_arrow_pilon.59
abca3b	evm.model.000016F_arrow_pilon.56.update
top2b	evm.model.000112F_arrow_pilon.35.update
top2a	evm.model.000112F_arrow_pilon.35.update
atr	evm.model.000213F_arrow_pilon.22.update
copb1	evm.model.000044F_arrow_pilon.83.update
copb1	evm.model.000044F_arrow_pilon.83.update
uba1	evm.model.000000F_arrow_pilon.55.update
nckap1	evm.model.000008F_arrow_pilon.37.update
htt	MSTRG.1181.update
stab1	evm.model.000458F_arrow_pilon.3.update
stab2	evm.model.000458F_arrow_pilon.3.update
stab2	evm.model.000458F_arrow_pilon.3.update
plecb	evm.model.000809F_arrow_pilon.1.1.update
pleca	evm.model.000809F_arrow_pilon.1.1.update
xdh	evm.TU.000227F_arrow_pilon.9
xdh	evm.TU.000227F_arrow_pilon.8
slit1b	evm.model.000470F_arrow_pilon.13.update
slit3	evm.model.000470F_arrow_pilon.13.update
slit1a	evm.model.000470F_arrow_pilon.13.update
slit2	evm.model.000470F_arrow_pilon.13.update
slit3	evm.model.000470F_arrow_pilon.13.update
pola1	evm.model.000065F_arrow_pilon.45.update
dicer1	evm.model.000093F_arrow_pilon.45.update
dicer1	evm.model.000093F_arrow_pilon.45.update
ttc21b	evm.model.000006F_arrow_pilon.115.update
dhx16	MSTRG.5577.update
pcnx3	evm.TU.000324F_arrow_pilon.25
pcnx3	evm.TU.000273F_arrow_pilon.24
pcnx3	evm.TU.000324F_arrow_pilon.25
pcnx3	evm.TU.000273F_arrow_pilon.24
pcnx1	evm.TU.000324F_arrow_pilon.25
pcnx1	evm.TU.000273F_arrow_pilon.24
mib1	evm.model.000403F_arrow_pilon.7.update
itsn2a	evm.model.000128F_arrow_pilon.24.update
itsn1	evm.model.000128F_arrow_pilon.24.update
ace	evm.model.000041F_arrow_pilon.64.update
trip12	evm.model.000002F_arrow_pilon.3.update
trip12	evm.model.000002F_arrow_pilon.3.update
atp8b4	evm.model.000329F_arrow_pilon.16.update
atp8b5a	evm.model.000329F_arrow_pilon.16.update
CR855996.2	evm.model.000329F_arrow_pilon.16.update
rptor	evm.model.000393F_arrow_pilon.24.update
rptor	evm.model.000393F_arrow_pilon.24.update
eef2l2	evm.model.000244F_arrow_pilon.18.update
eef2l2	evm.TU.000244F_arrow_pilon.15
eef2a.1	evm.model.000244F_arrow_pilon.18.update
eef2a.1	evm.TU.000244F_arrow_pilon.15
eef2b	evm.model.000244F_arrow_pilon.18.update
eef2b	evm.TU.000244F_arrow_pilon.15
eef2a.1	evm.model.000244F_arrow_pilon.18.update
eef2a.1	evm.TU.000244F_arrow_pilon.15
eef2b	evm.model.000244F_arrow_pilon.18.update
eef2b	evm.TU.000244F_arrow_pilon.15
frem1a	evm.model.000010F_arrow_pilon.44.update
frem1b	evm.model.000010F_arrow_pilon.44.update
CR354591.1	evm.model.000074F_arrow_pilon.22.update
atp8a2	evm.model.000074F_arrow_pilon.22.update
lrp5	evm.model.000364F_arrow_pilon.5.update
atp13a1	evm.model.000551F_arrow_pilon.2.update
xpo7	evm.model.000050F_arrow_pilon.61.update
xpo7	evm.model.000050F_arrow_pilon.61.update
washc5	evm.model.000500F_arrow_pilon.18.update
ddb1	evm.model.000441F_arrow_pilon.20.update
megf8	evm.model.000148F_arrow_pilon.26.update
ctr9	evm.model.000019F_arrow_pilon.52.update
bmp1b	evm.model.000816F_arrow_pilon.7.update
tll1	evm.model.000816F_arrow_pilon.7.update
tll1	evm.model.000816F_arrow_pilon.7.update
bmp1a	evm.model.000816F_arrow_pilon.7.update
wdr90	evm.model.000591F_arrow_pilon.5.update
wdr90	evm.TU.000889F_arrow_pilon.11
ap1b1	evm.model.000058F_arrow_pilon.39.update
ap2b1	evm.model.000058F_arrow_pilon.39.update
ralgapa1	evm.model.000529F_arrow_pilon.14.update
ralgapa2	evm.model.000529F_arrow_pilon.14.update
nipblb	evm.model.000594F_arrow_pilon.4.update
nipbla	evm.model.000594F_arrow_pilon.4.update
lct	evm.TU.000021F_arrow_pilon.34
LCT	evm.TU.000021F_arrow_pilon.34
cpamd8	evm.model.000533F_arrow_pilon.6.update
pygmb	evm.model.000071F_arrow_pilon.69.update
pygl	evm.model.000071F_arrow_pilon.69.update
pygb	evm.model.000071F_arrow_pilon.69.update
pygma	evm.model.000071F_arrow_pilon.69.update
pygb	evm.model.000071F_arrow_pilon.69.update
smchd1	evm.model.000239F_arrow_pilon.29.update
ogdha	evm.model.000040F_arrow_pilon.63.update
ogdhl	evm.model.000040F_arrow_pilon.63.update
ogdhb	evm.model.000040F_arrow_pilon.63.update
abcb4	evm.model.000227F_arrow_pilon.18.update
abcb4	evm.model.000227F_arrow_pilon.17.update
abcb4	evm.model.000063F_arrow_pilon.53.update
chd1	evm.TU.000079F_arrow_pilon.4
chd2	evm.TU.000079F_arrow_pilon.4
usp32	evm.model.000524F_arrow_pilon.6.update
polr1a	evm.model.000837F_arrow_pilon.1.update
rrm1	evm.model.000446F_arrow_pilon.19.update
ep300a	evm.model.000008F_arrow_pilon.69.update
ep300b	evm.model.000008F_arrow_pilon.69.update
crebbpa	evm.model.000008F_arrow_pilon.69.update
crebbpb	evm.model.000008F_arrow_pilon.69.update
crebbpb	evm.model.000008F_arrow_pilon.69.update
AL953841.4	evm.model.000008F_arrow_pilon.69.update
CR354584.4	evm.model.000008F_arrow_pilon.69.update
sbno1	evm.model.000168F_arrow_pilon.18.update
actn3b	evm.model.000104F_arrow_pilon.59.update
actn2b	evm.model.000104F_arrow_pilon.59.update
actn3a	evm.model.000104F_arrow_pilon.59.update
actn2b	evm.model.000104F_arrow_pilon.59.update
actn3a	evm.model.000104F_arrow_pilon.59.update
actn4	evm.model.000104F_arrow_pilon.59.update
actn1	evm.model.000104F_arrow_pilon.59.update
ecpas	evm.model.000111F_arrow_pilon.4.update
ecpas	evm.model.000029F_arrow_pilon.39.update
ecpas	evm.model.000111F_arrow_pilon.4.update
ecpas	evm.model.000029F_arrow_pilon.39.update
hdlbpb	evm.model.000152F_arrow_pilon.46.update
hdlbpb	evm.model.000152F_arrow_pilon.46.update
hdlbpa	evm.model.000152F_arrow_pilon.46.update
ago1	evm.model.000228F_arrow_pilon.22.update
ago2	evm.model.000228F_arrow_pilon.22.update
ago3b	evm.model.000228F_arrow_pilon.22.update
ago3a	evm.model.000228F_arrow_pilon.22.update
ago4	evm.model.000228F_arrow_pilon.22.update
ppip5k1a	evm.model.000115F_arrow_pilon.37.update
ppip5k1b	evm.model.000115F_arrow_pilon.37.update
CR354535.1	evm.model.000115F_arrow_pilon.37.update
ppip5k2	evm.model.000115F_arrow_pilon.37.update
svep1	evm.TU.000017F_arrow_pilon.14
copg2	evm.model.000147F_arrow_pilon.55.update1
copg2	evm.model.000147F_arrow_pilon.55.update2
smc1al	evm.model.000041F_arrow_pilon.28.update
smc1a	evm.model.000041F_arrow_pilon.28.update
ap3d1	evm.model.000015F_arrow_pilon.56.update
ap3d1	evm.model.000015F_arrow_pilon.56.update
nat10	evm.model.000938F_arrow_pilon.8.update
cse1l	evm.model.000066F_arrow_pilon.55.update
ap2a1	evm.model.000513F_arrow_pilon.8.3.update
fbxo11a	evm.model.000016F_arrow_pilon.11.update
fbxo11a	evm.model.000016F_arrow_pilon.11.update
fbxo11a	evm.model.000016F_arrow_pilon.11.update
supt16h	evm.model.000008F_arrow_pilon.20.update
myo1ha	evm.model.000513F_arrow_pilon.3.1.update
myo1ca	evm.model.000513F_arrow_pilon.3.1.update
myo1cb	evm.model.000513F_arrow_pilon.3.1.update
aars1	evm.TU.000062F_arrow_pilon.24
aars1	evm.TU.000062F_arrow_pilon.24
jag1b	evm.model.000397F_arrow_pilon.11.update
jag1a	evm.model.000397F_arrow_pilon.11.update
jag2b	evm.model.000397F_arrow_pilon.11.update
jag2b	evm.model.000397F_arrow_pilon.11.update
supt5h	evm.model.000076F_arrow_pilon.8.update
supt5h	evm.model.000076F_arrow_pilon.8.update
washc4	evm.model.000089F_arrow_pilon.72.update
aco1	evm.model.000009F_arrow_pilon.72.update
sbf2	evm.model.000362F_arrow_pilon.13.update
sbf1	evm.model.000362F_arrow_pilon.13.update
sbf1	evm.model.000362F_arrow_pilon.13.update
npc1	evm.model.000193F_arrow_pilon.6.update
copa	evm.model.000057F_arrow_pilon.22.update
thoc2	evm.TU.000561F_arrow_pilon.14
adamts6	evm.model.000312F_arrow_pilon.10.update
adamts10	evm.model.000312F_arrow_pilon.10.update
aco2	evm.model.000351F_arrow_pilon.2.update
aco2	evm.model.000351F_arrow_pilon.2.update
ift140	evm.model.000008F_arrow_pilon.13.update
BX294098.2	evm.model.000008F_arrow_pilon.13.update
xab2	evm.model.000099F_arrow_pilon.33.update
ak9	evm.model.000225F_arrow_pilon.8.update
lamc1	evm.model.000499F_arrow_pilon.22.update
mcm2	evm.model.000079F_arrow_pilon.30.update
slc12a7a	evm.model.000540F_arrow_pilon.9.update
slc12a4	evm.model.000540F_arrow_pilon.9.update
slc12a7b	evm.model.000540F_arrow_pilon.9.update
slc12a5b	evm.model.000540F_arrow_pilon.9.update
slc12a5a	evm.model.000540F_arrow_pilon.9.update
lyst	evm.model.000284F_arrow_pilon.16.update
lyst	evm.model.000284F_arrow_pilon.16.update
cluha	evm.model.000079F_arrow_pilon.68.update
birc6	evm.model.000000F_arrow_pilon.24.update
birc6	evm.model.000000F_arrow_pilon.24.update
prkdc	evm.model.000048F_arrow_pilon.13.update
cep290	evm.model.000073F_arrow_pilon.25.update
usp7	evm.model.000155F_arrow_pilon.28.update
xrn1	evm.model.000072F_arrow_pilon.11.update
caska	evm.model.000516F_arrow_pilon.8.update
caska	evm.model.000232F_arrow_pilon.22.update
	evm.model.000265F_arrow_pilon.28.update
myo18ab	evm.model.000055F_arrow_pilon.64.update
myo18aa	evm.model.000055F_arrow_pilon.64.update
tpp2	evm.model.000065F_arrow_pilon.70.update
adamts9	evm.model.000162F_arrow_pilon.13.update
kdm5c	MSTRG.13449.update
kdm5c	MSTRG.13450.update
BX005237.1	evm.model.000262F_arrow_pilon.34.update
top3b	evm.model.000262F_arrow_pilon.34.update
abcc4	evm.TU.000016F_arrow_pilon.66
abcc4	evm.TU.000016F_arrow_pilon.65
abcc4	evm.model.000711F_arrow_pilon.3.update
abcc4	MSTRG.10056.update
abcc4	evm.TU.000711F_arrow_pilon.6
abcc4	evm.TU.000479F_arrow_pilon.3
abcc4	evm.TU.000479F_arrow_pilon.1
abcc4	evm.TU.000016F_arrow_pilon.66
abcc4	evm.TU.000016F_arrow_pilon.65
abcc4	evm.model.000711F_arrow_pilon.3.update
abcc4	MSTRG.10056.update
abcc4	evm.TU.000711F_arrow_pilon.6
abcc4	evm.TU.000479F_arrow_pilon.3
abcc4	evm.TU.000479F_arrow_pilon.1
skiv2l	evm.model.000004F_arrow_pilon.29.update
smc2	evm.model.000130F_arrow_pilon.19.update
smc2	evm.model.000130F_arrow_pilon.19.update
sec23b	evm.model.000564F_arrow_pilon.4.update
sec23a	evm.model.000564F_arrow_pilon.4.update
mbtps1	evm.model.000342F_arrow_pilon.9.update
mbtps1	evm.model.000342F_arrow_pilon.9.update
mbtps1	evm.model.000342F_arrow_pilon.9.update
kpnb3	evm.TU.000201F_arrow_pilon.51
nup205	evm.model.000030F_arrow_pilon.67.update
nup205	evm.model.000030F_arrow_pilon.67.update
polr1b	MSTRG.5541.update
polr1b	MSTRG.5541.update
dnm2a	evm.model.000325F_arrow_pilon.3.update
dnm1a	evm.model.000325F_arrow_pilon.3.update
dnm1b	evm.model.000325F_arrow_pilon.3.update
kif13ba	evm.model.000308F_arrow_pilon.10.update
CT027645.1	evm.model.000308F_arrow_pilon.10.update
kif13bb	evm.model.000308F_arrow_pilon.10.update
kif13a	evm.model.000308F_arrow_pilon.10.update
phka2	evm.model.000008F_arrow_pilon.78.update
phka1b	evm.model.000008F_arrow_pilon.78.update
hdac8	evm.model.000008F_arrow_pilon.78.update
ercc2	evm.model.000383F_arrow_pilon.10.update
piezo1	evm.model.000116F_arrow_pilon.24.update
piezo2a.2	evm.model.000116F_arrow_pilon.24.update
taf2	evm.model.000060F_arrow_pilon.31.update
col5a2b	evm.model.000072F_arrow_pilon.16.update
col5a2a	evm.model.000072F_arrow_pilon.16.update
col2a1a	evm.model.000072F_arrow_pilon.16.update
col1a1a	evm.model.000072F_arrow_pilon.16.update
col1a1a	evm.model.000072F_arrow_pilon.16.update
col2a1b	evm.model.000072F_arrow_pilon.16.update
col2a1a	evm.model.000072F_arrow_pilon.16.update
col1a2	evm.model.000072F_arrow_pilon.16.update
col1a1b	evm.model.000072F_arrow_pilon.16.update
BX530069.1	evm.TU.000392F_arrow_pilon.14
dchs1a	evm.TU.000392F_arrow_pilon.14
dchs1b	evm.TU.000392F_arrow_pilon.14
psmd1	evm.model.000065F_arrow_pilon.22.update
abcc10	evm.model.000071F_arrow_pilon.2.update
abcc10	evm.model.000071F_arrow_pilon.2.update
abcc10	evm.model.000071F_arrow_pilon.2.update
kpnb1	evm.model.000058F_arrow_pilon.61.update
pxdn	evm.model.000108F_arrow_pilon.47.update
rock2a	evm.model.000003F_arrow_pilon.116.update
rock1	evm.model.000003F_arrow_pilon.116.update
rock2b	evm.model.000003F_arrow_pilon.116.update
stt3a	evm.model.000022F_arrow_pilon.23.update
stt3a	evm.model.001309F_arrow_pilon.1.update
atp10a	evm.model.000100F_arrow_pilon.4.update
atp10a	evm.model.000100F_arrow_pilon.4.update
stt3b	evm.model.000410F_arrow_pilon.10.update
duox	evm.model.000428F_arrow_pilon.16.update
col4a5	evm.model.000028F_arrow_pilon.4.update
col4a1	evm.model.000028F_arrow_pilon.4.update
myo1b	evm.model.000068F_arrow_pilon.11.update
kmt2ca	evm.model.000158F_arrow_pilon.21.update
kmt2cb	evm.model.000158F_arrow_pilon.21.update
ralgapb	evm.model.000009F_arrow_pilon.56.update
abcc12	evm.model.000991F_arrow_pilon.4.update
myo1g	MSTRG.6888.update
MYO1D	MSTRG.6888.update
hsp90ab1	evm.model.000062F_arrow_pilon.40.update
hsp90aa1.2	evm.model.000062F_arrow_pilon.40.update
hsp90aa1.1	evm.model.000062F_arrow_pilon.40.update
mcm6l	evm.model.000001F_arrow_pilon.20.update
mcm6l	evm.model.000001F_arrow_pilon.20.update
mcm6l	evm.model.000001F_arrow_pilon.20.update
mcm6	evm.model.000001F_arrow_pilon.20.update
trpm3	evm.model.000003F_arrow_pilon.6.update
trpm3	evm.model.000125F_arrow_pilon.1.update
trpm1a	evm.model.000003F_arrow_pilon.6.update
trpm1a	evm.model.000125F_arrow_pilon.1.update
trpm1a	evm.model.000003F_arrow_pilon.6.update
trpm1a	evm.model.000125F_arrow_pilon.1.update
trpm1a	evm.model.000003F_arrow_pilon.6.update
trpm1a	evm.model.000125F_arrow_pilon.1.update
trpm1b	evm.model.000003F_arrow_pilon.6.update
trpm1b	evm.model.000125F_arrow_pilon.1.update
msh6	evm.TU.000000F_arrow_pilon.41
msh6	evm.model.000038F_arrow_pilon.8.update
tnika	evm.model.000125F_arrow_pilon.25.update
mink1	evm.model.000125F_arrow_pilon.25.update
map4k4	evm.model.000125F_arrow_pilon.25.update
mink1	evm.model.000125F_arrow_pilon.25.update
atp7b	evm.model.000129F_arrow_pilon.31.update
atp7a	evm.model.000129F_arrow_pilon.31.update
CABZ01079192.1	evm.TU.000370F_arrow_pilon.1
CABZ01079192.1	evm.TU.000370F_arrow_pilon.2
atp2c1	evm.model.000019F_arrow_pilon.8.update
hspa8	evm.model.000437F_arrow_pilon.5.update
hsc70	evm.model.000437F_arrow_pilon.5.update
hspa8	evm.model.000437F_arrow_pilon.5.update
hspa8b	evm.model.000437F_arrow_pilon.5.update
BLTP2	evm.model.000205F_arrow_pilon.15.1.update
AL954372.1	evm.model.000205F_arrow_pilon.15.1.update
cul3b	evm.model.000065F_arrow_pilon.76.update
cul3a	evm.model.000065F_arrow_pilon.76.update
kif5ba	evm.model.000009F_arrow_pilon.84.update
kif5ba	evm.model.000009F_arrow_pilon.84.update
kif5aa	evm.model.000009F_arrow_pilon.84.update
kif5c	evm.model.000009F_arrow_pilon.84.update
srcap	evm.model.000034F_arrow_pilon.25.update
dmd	evm.model.000010F_arrow_pilon.85.update
nbas	evm.model.000378F_arrow_pilon.36.update
muc5.1	evm.TU.000492F_arrow_pilon.16
muc5.2	evm.TU.000492F_arrow_pilon.16
mut	evm.model.000011F_arrow_pilon.93.update
dock10	evm.TU.000086F_arrow_pilon.9
DOCK9	evm.TU.000086F_arrow_pilon.9
dock9b	evm.TU.000086F_arrow_pilon.9
dock11	evm.TU.000086F_arrow_pilon.9
unc80	evm.model.000330F_arrow_pilon.35.update
lonp1	evm.TU.000443F_arrow_pilon.15
ide	evm.model.000063F_arrow_pilon.58.update
CR847789.1	evm.model.000387F_arrow_pilon.10.update
armc4	evm.model.000387F_arrow_pilon.10.update
dis3	evm.TU.000115F_arrow_pilon.49
dis3	evm.TU.000115F_arrow_pilon.49
sin3aa	evm.model.000144F_arrow_pilon.26.update
sin3ab	evm.model.000144F_arrow_pilon.26.update
CABZ01113371.1	evm.model.000001F_arrow_pilon.27.update
plxna4	evm.model.000006F_arrow_pilon.78.update
plxna2	evm.model.000006F_arrow_pilon.78.update
plxna3	evm.model.000006F_arrow_pilon.78.update
PLXNA1	evm.model.000006F_arrow_pilon.78.update
plxna1a	evm.model.000006F_arrow_pilon.78.update
zswim8	evm.model.000668F_arrow_pilon.12.update
zswim8	evm.model.000668F_arrow_pilon.12.update
thbs2b	evm.model.000036F_arrow_pilon.66.update
thbs2a	evm.model.000036F_arrow_pilon.66.update
thbs1a	evm.model.000036F_arrow_pilon.66.update
thbs1b	evm.model.000036F_arrow_pilon.66.update
slc4a10a	evm.model.000058F_arrow_pilon.26.update
slc4a10b	evm.model.000058F_arrow_pilon.26.update
slc4a8	evm.model.000058F_arrow_pilon.26.update
slc4a7	evm.model.000058F_arrow_pilon.26.update
pik3c3	evm.model.000207F_arrow_pilon.17.update
drosha	evm.model.000542F_arrow_pilon.7.update
pik3r4	evm.model.000146F_arrow_pilon.24.update
med12	evm.model.000035F_arrow_pilon.54.update
med12	evm.model.000035F_arrow_pilon.54.update
med12	evm.model.000035F_arrow_pilon.54.update
cdh23	evm.model.000190F_arrow_pilon.18.update
xrn2	evm.model.000465F_arrow_pilon.17.update
lars1b	evm.model.000392F_arrow_pilon.25.update
tars1	evm.model.000384F_arrow_pilon.7.update
tars1	evm.model.000384F_arrow_pilon.7.update
tars1	evm.model.000384F_arrow_pilon.7.update
ino80	evm.TU.000526F_arrow_pilon.21
ino80	evm.model.000406F_arrow_pilon.6.update
tbc1d9	evm.model.000527F_arrow_pilon.5.update
tbc1d9	evm.model.000527F_arrow_pilon.5.update
sdha	evm.model.000640F_arrow_pilon.4.update
prep	evm.model.000452F_arrow_pilon.20.update
ipo7	evm.TU.000158F_arrow_pilon.39
ipo8	evm.TU.000158F_arrow_pilon.39
mcm5	evm.model.000021F_arrow_pilon.103.update
dennd4b	evm.model.000003F_arrow_pilon.76.update
dennd4c	evm.model.000003F_arrow_pilon.76.update
dennd4a	evm.model.000003F_arrow_pilon.76.update
dennd4a	evm.model.000003F_arrow_pilon.76.update
hsp90b1	evm.model.000152F_arrow_pilon.45.update
hsp90b1	evm.model.000152F_arrow_pilon.45.update
rps6ka1	evm.model.000072F_arrow_pilon.18.update1
rps6ka1	evm.model.000072F_arrow_pilon.18.update2
rps6kal	evm.model.000072F_arrow_pilon.18.update1
rps6kal	evm.model.000072F_arrow_pilon.18.update2
rps6ka3a	evm.model.000072F_arrow_pilon.18.update1
rps6ka3a	evm.model.000072F_arrow_pilon.18.update2
rps6ka3a	evm.model.000072F_arrow_pilon.18.update1
rps6ka3a	evm.model.000072F_arrow_pilon.18.update2
rps6ka3b	evm.model.000072F_arrow_pilon.18.update1
rps6ka3b	evm.model.000072F_arrow_pilon.18.update2
rps6kal	evm.model.000072F_arrow_pilon.18.update1
rps6kal	evm.model.000072F_arrow_pilon.18.update2
rps6ka2	evm.model.000072F_arrow_pilon.18.update1
rps6ka2	evm.model.000072F_arrow_pilon.18.update2
rps6ka3b	evm.model.000072F_arrow_pilon.18.update1
rps6ka3b	evm.model.000072F_arrow_pilon.18.update2
ints1	MSTRG.17815.update
si:ch1073-349o24.2	evm.model.000283F_arrow_pilon.12.update
trappc11	evm.model.000333F_arrow_pilon.27.update
rev3l	evm.model.000347F_arrow_pilon.25.update
daam1b	evm.model.000094F_arrow_pilon.21.1.update
daam2	evm.model.000094F_arrow_pilon.21.1.update
daam1a	evm.model.000094F_arrow_pilon.21.1.update
atp6v1aa	evm.model.000133F_arrow_pilon.33.update
atp6v1ab	evm.model.000133F_arrow_pilon.33.update
atp6v1ab	evm.model.000133F_arrow_pilon.33.update
atp6v1aa	evm.model.000133F_arrow_pilon.33.update
mcm4	evm.model.000245F_arrow_pilon.8.update
pkd1a	evm.model.000141F_arrow_pilon.39.update
AP3B2	evm.model.000244F_arrow_pilon.24.update
man2b1	evm.model.000201F_arrow_pilon.12.update
qars1	MSTRG.6220.update
qars1	evm.TU.000155F_arrow_pilon.43
ganab	evm.model.000217F_arrow_pilon.45.update
GANAB	evm.model.000217F_arrow_pilon.45.update
phkb	evm.TU.000103F_arrow_pilon.60
hid1b	evm.model.000026F_arrow_pilon.91.update
hspa5	evm.model.000004F_arrow_pilon.101.2.update
stag2a	evm.model.000029F_arrow_pilon.61.update
stag2a	evm.model.000097F_arrow_pilon.13.update
stag1a	evm.model.000029F_arrow_pilon.61.update
stag1a	evm.model.000097F_arrow_pilon.13.update
stag2b	evm.model.000029F_arrow_pilon.61.update
stag2b	evm.model.000097F_arrow_pilon.13.update
stag1b	evm.model.000029F_arrow_pilon.61.update
stag1b	evm.model.000097F_arrow_pilon.13.update
stag2b	evm.model.000029F_arrow_pilon.61.update
stag2b	evm.model.000097F_arrow_pilon.13.update
